Clone ID,Mating Type /Het /Hom,Rec Number,SystematicName,SGD ID,Gene ID,Gene Symbol,Gene Description,SGD Description,transOMIC PRC,,
Mat-alpha-YMR048W  ,Mat-alpha,16740,YMR048W  ,S000004651,855067,CSM3,Replication fork associated factor; required for stable replication fork pausing; component of the DNA replication checkpoint pathway; required for accurate chromosome segregation during meiosis; forms nuclear foci upon DNA replication stress,,MatAlpha_144_E5,,
Mat-alpha-YMR135W-A,Mat-alpha,16741,YMR135W-A,S000004743,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",MatAlpha_144_E6,,
Mat-alpha-YMR137C  ,Mat-alpha,16743,YMR137C  ,S000004745,855168,PSO2,Nuclease required for DNA single- and double-strand break repair; acts at a post-incision step in repair of breaks that result from interstrand cross-links produced by a variety of mono- and bi-functional psoralen derivatives; induced by UV-irradiation; forms nuclear foci upon DNA replication stress,,MatAlpha_144_E7,,
Mat-alpha-YMR138W  ,Mat-alpha,16744,YMR138W  ,S000004746,855169,CIN4,"GTP-binding protein involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl; regulated by the GTPase-activating protein, Cin2p, the human retinitis pigmentosa 2 (RP2) homolog",,MatAlpha_144_E8,,
Mat-alpha-YMR139W  ,Mat-alpha,16745,YMR139W  ,S000004747,855170,RIM11,"Protein kinase; required for signal transduction during entry into meiosis; promotes the formation of the Ime1p-Ume6p complex by phosphorylating Ime1p and Ume6p; shares similarity with mammalian glycogen synthase kinase 3-beta; protein abundance increases in response to DNA replication stress; RIM11 has a paralog, MRK1, that arose from the whole genome duplication",,MatAlpha_144_E9,,
Mat-alpha-YOR298C-A,Mat-alpha,16753,YOR298C-A,S000007253,854474,MBF1,Transcriptional coactivator; bridges the DNA-binding region of Gcn4p and TATA-binding protein Spt15p; suppressor of frameshift mutations; protein abundance increases in response to DNA replication stress,,MatAlpha_144_F1,,
Mat-alpha-YIL030C  ,Mat-alpha,17299,YIL030C  ,S000001292,854781,SSM4,Ubiquitin-protein ligase involved in ER-associated protein degradation; located in the ER/nuclear envelope; ssm4 mutation suppresses mRNA instability caused by an rna14 mutation,,MatAlpha_144_F10,,
Mat-alpha-YIL058W  ,Mat-alpha,17301,YIL058W  ,S000001320,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",MatAlpha_144_F11,,
Mat-alpha-YIL092W  ,Mat-alpha,17302,YIL092W  ,S000001354,854716,YIL092W,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus,,MatAlpha_144_F12,,
Mat-alpha-YOR364W  ,Mat-alpha,16757,YOR364W  ,S000005891,,,,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YOR365C",MatAlpha_144_F2,,
Mat-alpha-YPL148C  ,Mat-alpha,16760,YPL148C  ,S000006069,855955,PPT2,"Phosphopantetheine:protein transferase (PPTase), activates mitochondrial acyl carrier protein (Acp1p) by phosphopantetheinylation",,MatAlpha_144_F3,,
Mat-alpha-YPL183C  ,Mat-alpha,16762,YPL183C  ,S000006104,855919,RTT10,WD40 domain-containing protein involved in endosomal recycling; forms a complex with Rrt2p that functions in the retromer-mediated pathway for recycling internalized cell-surface proteins; evidence it interacts with Trm7p for 2'-O-methylation of N34 of substrate tRNAs; has a role in regulation of Ty1 transposition; human ortholog is WDR6,,MatAlpha_144_F4,,
Mat-alpha-YPL183W-A,Mat-alpha,16763,YPL183W-A,S000007224,855918,RTC6,"Protein involved in translation; mutants have defects in biogenesis of nuclear ribosomes; sequence similar to prokaryotic ribosomal protein L36, may be a mitochondrial ribosomal protein; protein abundance increases in response to DNA replication stress",,MatAlpha_144_F5,,
Mat-alpha-YPL189W  ,Mat-alpha,16764,YPL189W  ,S000006110,855912,GUP2,"Probable membrane protein; possible role in proton symport of glycerol; member of the MBOAT family of putative membrane-bound O-acyltransferases; GUP2 has a paralog, GUP1, that arose from the whole genome duplication",,MatAlpha_144_F6,,
Mat-alpha-YPL224C  ,Mat-alpha,16767,YPL224C  ,S000006145,855877,MMT2,"Putative metal transporter involved in mitochondrial iron accumulation; MMT2 has a paralog, MMT1, that arose from the whole genome duplication",,MatAlpha_144_F7,,
Mat-alpha-YGR295C  ,Mat-alpha,17297,YGR295C  ,S000003527,853212,COS6,"Protein of unknown function, member of the DUP380 subfamily of conserved, often subtelomerically-encoded proteins",,MatAlpha_144_F8,,
Mat-alpha-YHR132W-A,Mat-alpha,17298,YHR132W-A,S000007496,856534,IGO2,"Protein required for initiation of G0 program; prevents degradation of nutrient-regulated mRNAs via the 5'-3' mRNA decay pathway; phosphorylated by Rim15p; GFP protein localizes to the cytoplasm and nucleus; IGO2 has a paralog, IGO1, that arose from the whole genome duplication",,MatAlpha_144_F9,,
Mat-alpha-YIR023W  ,Mat-alpha,17303,YIR023W  ,S000001462,854841,DAL81,Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism,,MatAlpha_144_G1,,
Mat-alpha-YMR191W  ,Mat-alpha,17314,YMR191W  ,S000004803,855229,SPG5,Protein required for proteasome assembly during quiescence; binds to base of the proteasome regulartory particle; required for survival at high temperature during stationary phase; not required for growth on nonfermentable carbon sources,,MatAlpha_144_G10,,
Mat-alpha-YMR322C  ,Mat-alpha,17315,YMR322C  ,S000004941,855372,SNO4,"Possible chaperone and cysteine protease, similar to bacterial Hsp31 and yeast Hsp31p, Hsp32p, and Hsp33p; DJ-1/ThiJ/PfpI superfamily member; predicted involvement in pyridoxine metabolism; induced by mild heat stress and copper deprivation",,MatAlpha_144_G11,,
Mat-alpha-YNL140C  ,Mat-alpha,17317,YNL140C  ,S000005084,855582,YNL140C,Protein of unknown function; expressed at both mRNA and protein levels; partially overlaps THO2/YNL139C,,MatAlpha_144_G12,,
Mat-alpha-YIR030C  ,Mat-alpha,17304,YIR030C  ,S000001469,854848,DCG1,"Protein of unknown function, expression is sensitive to nitrogen catabolite repression and regulated by Dal80p; contains transmembrane domain",,MatAlpha_144_G2,,
Mat-alpha-YIR032C  ,Mat-alpha,17305,YIR032C  ,S000001471,854850,DAL3,"Ureidoglycolate hydrolase, converts ureidoglycolate to glyoxylate and urea in the third step of allantoin degradation; expression sensitive to nitrogen catabolite repression",,MatAlpha_144_G3,,
Mat-alpha-YIR043C  ,Mat-alpha,17306,YIR043C  ,S000001482,854861,YIR043C,pseudo,,MatAlpha_144_G4,,
Mat-alpha-YIR044C  ,Mat-alpha,17307,YIR044C  ,S000001483,854862,YIR044C,pseudo,,MatAlpha_144_G5,,
Mat-alpha-YJR003C  ,Mat-alpha,17308,YJR003C  ,S000003763,853459,YJR003C,Putative protein of unknown function; detected in highly purified mitochondria in high-throughput studies; predicted to be involved in ribosome biogenesis,,MatAlpha_144_G6,,
Mat-alpha-YJR055W  ,Mat-alpha,17310,YJR055W  ,S000003816,853516,HIT1,"Protein of unknown function, required for growth at high temperature",,MatAlpha_144_G7,,
Mat-alpha-YKL053C-A,Mat-alpha,17311,YKL053C-A,S000007243,853812,MDM35,Mitochondrial intermembrane space protein; mutation affects mitochondrial distribution and morphology; contains twin cysteine-x9-cysteine motifs; protein abundance increases in response to DNA replication stress,,MatAlpha_144_G8,,
Mat-alpha-YKR106W  ,Mat-alpha,17312,YKR106W  ,S000001814,853981,GEX2,"Proton:glutathione antiporter; localized to the vacuolar and plasma membranes; expressed at a very low level; potential role in resistance to oxidative stress and modulation of the PKA pathway; GEX2 has a paralog, GEX1, that arose from a segmental duplication",,MatAlpha_144_G9,,
Mat-alpha-YNL142W  ,Mat-alpha,17318,YNL142W  ,S000005086,855580,MEP2,Ammonium permease involved in regulation of pseudohyphal growth; belongs to a ubiquitous family of cytoplasmic membrane proteins that transport only ammonium (NH4+); expression is under the nitrogen catabolite repression regulation,,MatAlpha_144_H1,,
Mat-alpha-YOR268C  ,Mat-alpha,17326,YOR268C  ,S000005794,854442,YOR268C,Putative protein of unknown function; sporulation is abnormal in homozygous diploid; YOR268C is not an essential gene,,MatAlpha_144_H10,,
Mat-alpha-YOR269W  ,Mat-alpha,17327,YOR269W  ,S000005795,854443,PAC1,"Involved in nuclear migration, part of the dynein/dynactin pathway; targets dynein to microtubule tips, which is necessary for sliding of microtubules along bud cortex; serves at interface between dynein's ATPase site and its microtubule binding stalk, causing individual dynein motors to remain attached to microtubules for long periods; synthetic lethal with bni1; homolog of human LIS1, mutations in which cause the severe brain disorder lissencephaly",,MatAlpha_144_H11,,
Mat-alpha-YOR270C  ,Mat-alpha,17328,YOR270C  ,S000005796,854444,VPH1,Subunit a of vacuolar-ATPase V0 domain; one of two isoforms (Vph1p and Stv1p); Vph1p is located in V-ATPase complexes of the vacuole while Stv1p is located in V-ATPase complexes of the Golgi and endosomes; relative distribution to the vacuolar membrane decreases upon DNA replication stress,,MatAlpha_144_H12,,
Mat-alpha-YNL315C  ,Mat-alpha,17319,YNL315C  ,S000005259,855401,ATP11,"Molecular chaperone, required for the assembly of alpha and beta subunits into the F1 sector of mitochondrial F1F0 ATP synthase",,MatAlpha_144_H2,,
Mat-alpha-YOL151W  ,Mat-alpha,17320,YOL151W  ,S000005511,854014,GRE2,"3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase (D-lactaldehyde dehydrogenase); stress induced (osmotic, ionic, oxidative, heat shock and heavy metals); regulated by the HOG pathway; protein abundance increases in response to DNA replication stress",,MatAlpha_144_H4,,
Mat-alpha-YOL152W  ,Mat-alpha,17321,YOL152W  ,S000005512,854013,FRE7,Putative ferric reductase with similarity to Fre2p; expression induced by low copper levels,,MatAlpha_144_H5,,
Mat-alpha-YOL155C  ,Mat-alpha,17322,YOL155C  ,S000005515,854010,HPF1,Haze-protective mannoprotein that reduces the particle size of aggregated proteins in white wines,,MatAlpha_144_H6,,
Mat-alpha-YOR265W  ,Mat-alpha,17323,YOR265W  ,S000005791,854439,RBL2,Protein involved in microtubule morphogenesis; required for protection from excess free beta-tubulin; proposed to be involved the folding of beta-tubulin; similar to mouse beta-tubulin cofactor A; protein abundance increases in response to DNA replication stress,,MatAlpha_144_H7,,
Mat-alpha-YOR266W  ,Mat-alpha,17324,YOR266W  ,S000005792,854440,PNT1,"Mitochondrial integral inner membrane protein involved in membrane insertion of C-terminus of Cox2p, interacts genetically and physically with Cox18p; deletion mutant sensitive to the anti-Pneumocystis carinii drug pentamidine",,MatAlpha_144_H8,,
Mat-alpha-YOR267C  ,Mat-alpha,17325,YOR267C  ,S000005793,854441,HRK1,Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress,,MatAlpha_144_H9,,
Mat-alpha-YOR271C  ,Mat-alpha,17329,YOR271C  ,S000005797,854445,FSF1,"Putative protein, predicted to be an alpha-isopropylmalate carrier; belongs to the sideroblastic-associated protein family; non-tagged protein is detected in purified mitochondria; likely to play a role in iron homeostasis",,MatAlpha_145_A1,,
Mat-alpha-YPL017C  ,Mat-alpha,17339,YPL017C  ,S000005938,856090,IRC15,"Microtubule associated protein; regulates microtubule dynamics; required for accurate meiotic chromosome segregation; null mutant displays large budded cells due to delayed mitotic progression, increased levels of spontaneous Rad52 foci; IRC15 has a paralog, LPD1, that arose from the whole genome duplication",,MatAlpha_145_A10,,
Mat-alpha-YPL027W  ,Mat-alpha,17340,YPL027W  ,S000005948,856080,SMA1,Protein of unknown function involved in the assembly of the prospore membrane during sporulation; interacts with Spo14p,,MatAlpha_145_A11,,
Mat-alpha-YPL034W  ,Mat-alpha,17341,YPL034W  ,S000005955,856072,YPL034W,Putative protein of unknown function; YPL034W is not essential gene,,MatAlpha_145_A12,,
Mat-alpha-YOR273C  ,Mat-alpha,17331,YOR273C  ,S000005799,854447,TPO4,"Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine, putrescine, and spermidine; localizes to the plasma membrane",,MatAlpha_145_A2,,
Mat-alpha-YOR274W  ,Mat-alpha,17332,YOR274W  ,S000005800,854448,MOD5,"Delta 2-isopentenyl pyrophosphate:tRNA isopentenyl transferase; required for biosynthesis of the modified base isopentenyladenosine in mitochondrial and cytoplasmic tRNAs; gene is nuclear and encodes two isozymic forms; converts to a prion form, and prion conversion contributes to azole antifungal resistance by upregulating ergosterol biosynthesis",,MatAlpha_145_A3,,
Mat-alpha-YOR275C  ,Mat-alpha,17333,YOR275C  ,S000005801,854449,RIM20,Protein involved in proteolytic activation of Rim101p in response to alkaline pH; PalA/AIP1/Alix family member; interaction with the ESCRT-III subunit Snf7p suggests a relationship between pH response and multivesicular body formation,,MatAlpha_145_A4,,
Mat-alpha-YOR276W  ,Mat-alpha,17334,YOR276W  ,S000005802,854450,CAF20,"Phosphoprotein of the mRNA cap-binding complex involved in translational control, repressor of cap-dependent translation initiation, competes with eIF4G for binding to eIF4E",,MatAlpha_145_A5,,
Mat-alpha-YOR298C-A,Mat-alpha,17335,YOR298C-A,S000007253,854474,MBF1,Transcriptional coactivator; bridges the DNA-binding region of Gcn4p and TATA-binding protein Spt15p; suppressor of frameshift mutations; protein abundance increases in response to DNA replication stress,,MatAlpha_145_A6,,
Mat-alpha-YOR302W  ,Mat-alpha,17336,YOR302W  ,S000005828,854478,YOR302W,"CPA1 uORF, Arginine attenuator peptide, regulates translation of the CPA1 mRNA",,MatAlpha_145_A7,,
Mat-alpha-YOR303W  ,Mat-alpha,17337,YOR303W  ,S000005829,854479,CPA1,"Small subunit of carbamoyl phosphate synthetase, which catalyzes a step in the synthesis of citrulline, an arginine precursor; translationally regulated by an attenuator peptide encoded by YOR302W within the CPA1 mRNA 5'-leader",,MatAlpha_145_A8,,
Mat-alpha-YPL004C  ,Mat-alpha,17338,YPL004C  ,S000005925,856103,LSP1,"Primary component of eisosomes, which are large immobile patch structures at the cell cortex associated with endocytosis, along with Pil1p and Sur7p; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; member of the BAR domain family",,MatAlpha_145_A9,,
Mat-alpha-YPL036W  ,Mat-alpha,17342,YPL036W  ,S000005957,856071,PMA2,"Plasma membrane H+-ATPase, isoform of Pma1p, involved in pumping protons out of the cell; regulator of cytoplasmic pH and plasma membrane potential",,MatAlpha_145_B1,,
