Clone ID,Mating Type /Het /Hom,Rec Number,SystematicName,SGD ID,Gene ID,Gene Symbol,Gene Description,SGD Description,transOMIC PRC
MATa-YOR206W,Mat-a,22462,YOR206W,S000005732,854381,NOC2,"Protein that forms a nucleolar complex with Mak21p that binds to 90S and 66S pre-ribosomes, as well as a nuclear complex with Noc3p that binds to 66S pre-ribosomes; both complexes mediate intranuclear transport of ribosomal precursors",NA,11 C_2
MATa-YOR207C,Mat-a,22463,YOR207C,S000005733,854382,RET1,"Second-largest subunit of RNA polymerase III, which is responsible for the transcription of tRNA and 5S RNA genes, and other low molecular weight RNAs",NA,11 C_3
MATa-YOR217W,Mat-a,22473,YOR217W,S000005743,854392,RFC1,"Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon",NA,11 C_5
MATa-YOR218C,Mat-a,22474,YOR218C,NA,NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; open reading frame overlaps the verified gene RFC1/YOR217W",11 C_6
MATa-YOR224C,Mat-a,22480,YOR224C,S000005750,854399,RPB8,"RNA polymerase subunit ABC14.5, common to RNA polymerases I, II, and III",NA,11 C_7
MATa-YOR236W,Mat-a,22492,YOR236W,S000005762,854411,DFR1,Dihydrofolate reductase involved in tetrahydrofolate biosynthesis; required for respiratory metabolism,NA,11 C_8
MATa-YOR244W,Mat-a,22500,YOR244W,S000005770,854418,ESA1,Catalytic subunit of the histone acetyltransferase complex (NuA4); acetylates four conserved internal lysines of histone H4 N-terminal tail and can acetylate histone H2A; required for cell cycle progression and transcriptional silencing at the rDNA locus and regulation of autophagy,NA,11 C_9
MATa-YOR249C,Mat-a,22505,YOR249C,S000005775,854423,APC5,"Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; component of the platform domain of the APC/C, based on structural analysis; relative distribution to nuclear foci decreases upon DNA replication stress",NA,11 C_10
MATa-YOR254C,Mat-a,22510,YOR254C,S000005780,854428,SEC63,"Essential subunit of Sec63 complex (Sec63p, Sec62p, Sec66p and Sec72p); with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER",NA,11 C_12
MATa-YOR256C,Mat-a,NA,YOR256C,NA,NA,YOR256C,NA,NA,11 D_1
MATa-YOR257W,Mat-a,22513,YOR257W,S000005783,854431,CDC31,"Calcium-binding component of the spindle pole body (SPB) half-bridge, required for SPB duplication in mitosis and meiosis II; homolog of mammalian centrin; binds multiubiquitinated proteins and is involved in proteasomal protein degradation",NA,11 D_2
MATa-YOR259C,Mat-a,22515,YOR259C,S000005785,854433,RPT4,One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in degradation of ubiquitinated substrates; contributes preferentially to ERAD; required for spindle pole body duplication; mainly nuclear localization,NA,11 D_3
MATa-YOR262W,Mat-a,NA,YOR262W,NA,NA,YOR262W,NA,NA,11 D_5
MATa-YOR272W,Mat-a,27330,YOR272W,S000005798,854446,YTM1,"Constituent of 66S pre-ribosomal particles, forms a complex with Nop7p and Erb1p that is required for maturation of the large ribosomal subunit; has seven C-terminal WD repeats",NA,11 D_6
MATa-YOR278W,Mat-a,22534,YOR278W,S000005804,854452,HEM4,"Uroporphyrinogen III synthase, catalyzes the conversion of hydroxymethylbilane to uroporphyrinogen III, the fourth step in heme biosynthesis; deficiency in the human homolog can result in the disease congenital erythropoietic porphyria",NA,11 D_7
MATa-YOR287C,Mat-a,NA,YOR287C,NA,NA,YOR287C,NA,NA,11 D_9
MATa-YOR294W,Mat-a,21590,YOR294W,S000005820,854469,RRS1,"Essential protein that binds ribosomal protein L11; required for nuclear export of the 60S pre-ribosomal subunit during ribosome biogenesis; localizes to the nucleolus and in foci along nuclear periphery; cooperates with Ebp2p and Mps3p to mediate telomere clustering by binding Sir4p, but is not involved in telomere tethering; mouse homolog shows altered expression in Huntington's disease model mice",NA,11 D_10
MATa-YOR310C,Mat-a,21607,YOR310C,S000005837,854487,NOP58,"Protein involved in pre-rRNA processing, 18S rRNA synthesis, and snoRNA synthesis; component of the small subunit processome complex, which is required for processing of pre-18S rRNA",NA,11 D_11
MATa-YOR319W,Mat-a,21616,YOR319W,S000005846,854497,HSH49,U2-snRNP associated splicing factor with similarity to the mammalian splicing factor SAP49; proposed to function as a U2-snRNP assembly factor along with Hsh155p and binding partner Cus1p; contains two RNA recognition motifs (RRM),NA,11 D_12
MATa-YOR326W,Mat-a,21623,YOR326W,S000005853,854504,MYO2,"Type V myosin motor involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles, the vacuole, late Golgi elements, peroxisomes, and the mitotic spindle; MYO2 has a paralog, MYO4, that arose from the whole genome duplication",NA,11 E_1
MATa-YOR329C,Mat-a,21626,YOR329C,S000005856,854507,SCD5,Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency,NA,11 E_2
MATa-YOR335C,Mat-a,21632,YOR335C,S000005862,854513,ALA1,"Cytoplasmic and mitochondrial alanyl-tRNA synthetase, required for protein synthesis; point mutation (cdc64-1 allele) causes cell cycle arrest at G1; lethality of null mutation is functionally complemented by human homolog",NA,11 E_3
MATa-YOR340C,Mat-a,21637,YOR340C,S000005867,854518,RPA43,RNA polymerase I subunit A43,NA,11 E_5
MATa-YOR353C,Mat-a,21650,YOR353C,S000005880,854535,SOG2,"Key component of the RAM signaling network, required for proper cell morphogenesis and cell separation after mitosis",NA,11 E_6
MATa-YOR361C,Mat-a,21658,YOR361C,S000005888,854543,PRT1,"eIF3b subunit of the core complex of translation initiation factor 3 (eIF3), essential for translation; part of a subcomplex (Prt1p-Rpg1p-Nip1p) that stimulates binding of mRNA and tRNA(i)Met to ribosomes",NA,11 E_7
MATa-YOR370C,Mat-a,21667,YOR370C,S000005897,854552,MRS6,Rab escort protein; forms a complex with the Ras-like small GTPase Ypt1p that is required for the prenylation of Ypt1p by protein geranylgeranyltransferase type II (Bet2p-Bet4p); sequence similarity to mammalian choroideraemia gene; relative distribution to the nucleus increases upon DNA replication stress,NA,11 E_9
MATa-YPL010W,Mat-a,22818,YPL010W,S000005931,856097,RET3,"Zeta subunit of the coatomer complex (COPI), which coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER",NA,11 E_12
MATa-YPL012W,Mat-a,22816,YPL012W,S000005933,856095,RRP12,Protein required for export of the ribosomal subunits; associates with the RNA components of the pre-ribosomes; has a role in nuclear import in association with Pse1p; contains HEAT-repeats,NA,11 F_1
MATa-YPL020C,Mat-a,22808,YPL020C,S000005941,856087,ULP1,Protease that specifically cleaves Smt3p protein conjugates; required for cell cycle progression; associates with nucleoporins and may interact with septin rings during telophase; sequestered to the nucleolus under stress conditions,NA,11 F_2
MATa-YPL063W,Mat-a,22765,YPL063W,S000005984,856042,TIM50,Essential component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); acts as receptor for the TIM23 complex guiding incoming precursors from the TOM complex; may control the gating of the Tim23p-Tim17p channel,NA,11 F_4
MATa-YPL075W,Mat-a,NA,YPL075W,NA,NA,GCR1,NA,NA,11 F_5
MATa-YPL083C,Mat-a,22745,YPL083C,S000006004,856022,SEN54,"Subunit of the tRNA splicing endonuclease, which is composed of Sen2p, Sen15p, Sen34p, and Sen54p",NA,11 F_7
MATa-YPL085W,Mat-a,22743,YPL085W,S000006006,856020,SEC16,"COPII vesicle coat protein required for ER transport vesicle budding; essential factor in endoplasmic reticulum exit site (ERES) formation, as well as in COPII-mediated ER-to-Golgi traffic; bound to periphery of ER membranes and may act to stabilize initial COPII complexes; interacts with Sec23p, Sec24p and Sec31p",NA,11 F_8
MATa-YPL093W,Mat-a,22159,YPL093W,S000006014,856012,NOG1,Putative GTPase that associates with free 60S ribosomal subunits in the nucleolus and is required for 60S ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; member of the ODN family of nucleolar G-proteins,NA,11 F_9
MATa-YPL094C,Mat-a,22158,YPL094C,S000006015,856011,SEC62,"Essential subunit of Sec63 complex (Sec63p, Sec62p, Sec66p and Sec72p); with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER",NA,11 F_10
MATa-YPL122C,Mat-a,22130,YPL122C,S000006043,855981,TFB2,"Subunit of TFIIH and nucleotide excision repair factor 3 complexes, involved in transcription initiation, required for nucleotide excision repair, similar to 52 kDa subunit of human TFIIH",NA,11 F_12
MATa-YPL128C,Mat-a,22124,YPL128C,S000006049,855975,TBF1,"Telobox-containing general regulatory factor; binds TTAGGG repeats within subtelomeric anti-silencing regions (STARs), blocking silent chromatin propagation; binds majority of snoRNA gene promoters, required for full snoRNA expression; caps DSB flanked by long T2AG3 repeats and blocks checkpoint activation",NA,11 G_2
MATa-YPL143W,Mat-a,22109,YPL143W,S000006064,855960,RPL33A,"Ribosomal 60S subunit protein L33A; N-terminally acetylated; rpl33a null mutant exhibits slow growth while rpl33a rpl33b double null mutant is inviable; homologous to mammalian ribosomal protein L35A, no bacterial homolog; RPL33A has a paralog, RPL33B, that arose from the whole genome duplication",NA,11 G_5
MATa-YPL146C,Mat-a,NA,YPL146C,NA,NA,YPL146C,NA,NA,11 G_6
MATa-YPL151C,Mat-a,22101,YPL151C,S000006072,855952,PRP46,"Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs",NA,11 G_7
MATa-YPL160W,Mat-a,22092,YPL160W,S000006081,855943,CDC60,"Cytosolic leucyl tRNA synthetase, ligates leucine to the appropriate tRNA",NA,11 G_9
MATa-YPL190C,Mat-a,21102,YPL190C,S000006111,855911,NAB3,"RNA-binding protein, subunit of Nrd1 complex (Nrd1p-Nab3p-Sen1p); complex interacts with the exosome to mediate 3&#8242; end formation of some mRNAs, snRNAs, snoRNAs, and CUTs; required for termination of non-poly(A) transcripts and efficient splicing",NA,11 G_10
MATa-YPL209C,Mat-a,21083,YPL209C,S000006130,855892,IPL1,"Aurora kinase subunit of the conserved chromosomal passenger complex (CPC; Ipl1p-Sli15p-Bir1p-Nbl1p), involved in regulating kinetochore-microtubule attachments; helps maintain condensed chromosomes during anaphase and early telophase; required for SPB cohesion and prevention of multipolar spindle formation; localizes to nuclear foci that become diffuse upon DNA replication stress; required for inhibition of karyopherin/importin Pse1p (aka Kap121p) upon SAC arrest",NA,11 G_12
MATa-YPL210C,Mat-a,21082,YPL210C,S000006131,855891,SRP72,Core component of the signal recognition particle (SRP) ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane,NA,11 H_1
MATa-YPL218W,Mat-a,21074,YPL218W,S000006139,855883,SAR1,"GTPase, GTP-binding protein of the ARF family, component of COPII coat of vesicles; required for transport vesicle formation during ER to Golgi protein transport; lowers membrane rigidity helping in vesicle formation",NA,11 H_4
MATa-YPL228W,Mat-a,21064,YPL228W,S000006149,855873,CET1,"RNA 5'-triphosphatase; beta subunit of the mRNA capping enzyme, a heterodimer (the other subunit is CEG1, a guanylyltransferase) involved in adding the 5' cap to mRNA; the mammalian enzyme is a single bifunctional polypeptide; CET1 has a paralog, CTL1, that arose from the whole genome duplication",NA,11 H_5
MATa-YPL231W,Mat-a,21061,YPL231W,S000006152,855845,FAS2,"Alpha subunit of fatty acid synthetase, which catalyzes the synthesis of long-chain saturated fatty acids; contains the acyl-carrier protein domain and beta-ketoacyl reductase, beta-ketoacyl synthase and self-pantetheinylation activities",NA,11 H_6
MATa-YPL238C,Mat-a,21055,YPL238C,NA,NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps 5' end of the verified essential gene SUI3/YPL237W",11 H_8
MATa-YPL243W,Mat-a,21049,YPL243W,S000006164,855833,SRP68,Core component of the signal recognition particle (SRP) complex; SRP complex functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress,NA,11 H_9
MATa-YPL255W,Mat-a,21037,YPL255W,S000006176,855820,BBP1,"Protein required for the spindle pole body (SPB) duplication, localized at the central plaque periphery; forms a complex with a nuclear envelope protein Mps2p and SPB components Spc29p and Kar1p; required for mitotic functions of Cdc5p",NA,11 H_11
MATa-YPL266W,Mat-a,21026,YPL266W,S000006187,855862,DIM1,"Essential 18S rRNA dimethylase (dimethyladenosine transferase), responsible for conserved m6(2)Am6(2)A dimethylation in 3'-terminal loop of 18S rRNA, part of 90S and 40S pre-particles in nucleolus, involved in pre-ribosomal RNA processing",NA,11 H_12
MATa-YPR025C,Mat-a,25444,YPR025C,S000006229,856136,CCL1,"Cyclin associated with protein kinase Kin28p, which is the TFIIH-associated carboxy-terminal domain (CTD) kinase involved in transcription initiation at RNA polymerase II promoters",NA,12 A_3
MATa-YPR033C,Mat-a,25452,YPR033C,S000006237,856145,HTS1,Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome,NA,12 A_4
MATa-YPR082C,Mat-a,25499,YPR082C,S000006286,856197,DIB1,"17-kDa component of the U4/U6aU5 tri-snRNP, plays an essential role in pre-mRNA splicing, orthologue of hDIM1, the human U5-specific 15-kDa protein",NA,12 A_9
MATa-YPR085C,Mat-a,NA,YPR085C,NA,NA,YPR085C,NA,NA,12 A_10
MATa-YPR088C,Mat-a,25505,YPR088C,S000006292,856203,SRP54,"Signal recognition particle (SRP) subunit (homolog of mammalian SRP54); contains the signal sequence-binding activity of SRP, interacts with the SRP RNA, and mediates binding of SRP to signal receptor; contains GTPase domain",NA,12 A_11
MATa-YPR103W,Mat-a,25519,YPR103W,S000006307,856218,PRE2,"Beta 5 subunit of the 20S proteasome, responsible for the chymotryptic activity of the proteasome",NA,12 B_1
MATa-YPR104C,Mat-a,NA,YPR104C,NA,NA,FHL1,NA,NA,12 B_2
MATa-YPR105C,Mat-a,25521,YPR105C,S000006309,856220,COG4,"Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments",NA,12 B_3
MATa-YPR107C,Mat-a,25523,YPR107C,S000006311,856222,YTH1,Essential RNA-binding component of cleavage and polyadenylation factor; contains five zinc fingers; required for pre-mRNA 3'-end processing and polyadenylation; relocalizes to the cytosol in response to hypoxia,NA,12 B_4
MATa-YPR108W,Mat-a,25524,YPR108W,S000006312,856223,RPN7,"Essential, non-ATPase regulatory subunit of the 26S proteasome, similar to another S. cerevisiae regulatory subunit, Rpn5p, as well as to mammalian proteasome subunits",NA,12 B_5
